ID	Target	Tweet	Stance
487	Anti-vax	@donmoyn Im sorry Mr Friedersdorf left out the traditional and a pony from his satirical tweet. Im sure that if the AZ vaccine gets a FDA EUA Mr Friedersdorf will actively support the prioritization of vaccines towards the most vulnerable.	AGAINST
488	Anti-vax	SAMA relieved at imminent arrival of Covid-19 vaccine https://t.co/GUosPX2Boq https://t.co/rv1LJc9RW7	AGAINST
489	Anti-vax	Am often asked about different vaccines and their efficacy  Each trials tracks, reports efficacy differently  Currently, we have preliminary results for Novavax and J&amp;J   But what numbers matter? What should you look for?   Here's one set of data to track. In a simple table https://t.co/9m2OBgqcla	AGAINST
490	Anti-vax	"@MarieHarmony4 @Black_Action @POTUS Would get the vaccine. 4- what is he going to actually do about ""white supremacy""... Again, this man wrote the bills that put them in jail/prison. That is WHITE SUPREMACY. I mean Hillary Clinton called black youth ""supe"	NONE
491	Anti-vax	There are 200 million people in Nigeria. The covid vaccine is not being distributed there. Unless at least 70% of people in every country are vaccinated, covid will keep mutating, threatening people everywhere. Rich countries must supply vaccines to developing countries asap	NONE
492	Anti-vax	What to help with vaccine distribution?  Here is a list of options in every state.  Work in progress. Will add more as they arise. https://t.co/Xfgqraytbz         @darakass @bhrenton @pbspiegel @JenniferNuzzo @larrybrilliant @Breukelen299 @meganranney	AGAINST
493	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
494	Anti-vax	My Dad is an 80 year old retired Marine/NYPD and he cant get one yet, but dont worry, @POTUS made sure the guy who helped knock down the Twin Towers and his terrorist buddies can.  Alleged 9/11 mastermind, Gitmo detainees to start getting COVID vaccines https://t.co/jNvNwtQJO4	AGAINST
495	Anti-vax	Lol. Having catastrophically screwed up on vaccine procurement, we accidentally imposed a hard border in Ireland without so much as a phonecall to Dublin...but the Commission will now deeply reflect on this... https://t.co/jXqQFAVc5X	NONE
496	Anti-vax	Just saw morning TV framing Morrisons press club speech as his opportunity to firm up Australias place in the vaccine race. Ummmm, guys, if its a race, were coming last. Were that competitor who hasnt even started running when others are close to the finish line.	NONE
497	Anti-vax	@imanrappetti @Powerfm987 @FaithMangope Im just happy that Covid19 vaccine is here. I will definitely take vaccine it. I need to get back to normal	AGAINST
498	Anti-vax	Frustrated by the slow vaccine rollout?   Former DHHS Deputy Chief of Staff Paul Mango deliberately undercut the funding that states needed, with help from Alex Azar and others in the Trump administration.   https://t.co/Un2Q9aofMh https://t.co/kXYlW7YB2z	NONE
499	Anti-vax	Frustrated by the slow vaccine rollout?   Former DHHS Deputy Chief of Staff Paul Mango deliberately undercut the funding that states needed, with help from Alex Azar and others in the Trump administration.   https://t.co/Un2Q9aofMh https://t.co/kXYlW7YB2z	NONE
500	Anti-vax	Virus is something contained within all our bodies and it is dead. Germ theory was a money making scam and Louis Pasteur was a fraudster. Contagious is a lie, we cannot catch a virus. This begs the question: What is the point of vaccines? The answer isn't pleasant.	FAVOR
501	Anti-vax	Responses show how divisive,angry,afraid,irrational we are as a people.A year into COVID19,weve sacrificed yet accomplished much-we grieve each life lost,but millions survived and have immunity now,vaccines are out,treatment improving rapidly-time to look at gov mask policy. https://t.co/soUqhF1Wfk	AGAINST
502	Anti-vax	LOL when we speak we are conspiracy theorists  You still trust their vaccines? https://t.co/bjqEfccX18	FAVOR
503	Anti-vax	https://t.co/XAsZQSOKDf Getting COVID vaccine means getting back to playing in person sooner.  #StandWithMTG https://t.co/UHJxl6dKW9 StandWithMTG	AGAINST
504	Anti-vax	@BNODesk Crazy. We should still do more testing on the vaccines though. It doesn't change we should still get more safety, nor does it make you crazy if you think they rushed the vaccines to market without proper testing. Desperate measures for desperate 	FAVOR
505	Anti-vax	@arcolq64 @w_terrence 35,000 people have died so far from the Chinavirus under Bidens watch and his plan to rid the virus is more important than the vaccine  and its to mask up as he puts it... #masksdontwork masksdontwork	NONE
506	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
507	Anti-vax	@makaumutua @ahmednasirlaw Prof how much vaccine can 5 billion bribe to MCAs buy	NONE
508	Anti-vax	For those of you keeping score at home  26 million Americans are known to have had COVID 420K of them died from COVID  29 million Americans have gotten COVID vaccines 0 have died from COVID vaccines  When it comes to generating immunity  vaccine &gt; infection  Easier, way way safer	AGAINST
509	Anti-vax	When they tell me I got to take the vaccine to receive the $1400 check https://t.co/wnIMw4rQAO	FAVOR
510	Anti-vax	It's interesting to see that, because of our policy of significantly delaying the second dose of the vaccine, the UK is behind several EU countries when it comes to the % of the population that have been *fully* vaccinated.  Not something the media really focus on... https://t.co/wrfpX5tDVr	NONE
511	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
512	Anti-vax	Back in September, we wrote a @nytopinion on the need to focus on severe infection events prevented by Covid-19 vaccines https://t.co/f5jvcdTCx2 Yesterday JNJ presented their Phase 3 data stressing that benefit. I spoke w/ them today &amp; have much more confidence that it's real /1 https://t.co/e6RhrvdGjq	AGAINST
513	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
514	Anti-vax	When they tell me I got to take the vaccine to receive the $1400 check https://t.co/wnIMw4rQAO	FAVOR
515	Anti-vax	Interesting to see the jealousy the world over that India has benefited from #COVID19 by being the #vaccine and ppe manufacturing hub for the world. The #vaccinewars will intensify in the coming months as economies feel the full effect of lockdown and large scale aid! COVID19 vaccine vaccinewars	NONE
516	Anti-vax	According to @andrewprobyn that swish vaccine rollout document handed out at #npc didnt have a start date. But lets watch the headlines.#auspol npc	NONE
517	Anti-vax	Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties.   #VaccineMaitri https://t.co/ESxgABWVHE VaccineMaitri	NONE
518	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
519	Anti-vax	The first phase of Intensified Pulse Polio Immunization (IPPI) Programme was today held across Kashmir during which thousands of children under the age of 5 years were administered anti-polio vaccine to protect them. #Kashmir https://t.co/JlluuampIp	NONE
520	Anti-vax	Im hearing around 20 million Covid Vaccine shots are missing. What is Joe Biden and his cronies doing ?   People are dying of Covid everyday under this illegitimate administration	NONE
521	Anti-vax	Commission officially backs down re vaccines and Northern Ireland   H/t @ShonaMurray_ https://t.co/sikCFLNGDh	NONE
522	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
523	Anti-vax	If India can really pull off 10M vaccinations per day, then even with 1.3B people itll be protected from this wave of COVID in about 4 months.  I wouldnt have believed that possible, but Aadhar &amp; Reliance Jio prove execution capability &amp; provide infra to help enable this.  https://t.co/EA5Ss5UskI	NONE
524	Anti-vax	Im hearing around 20 million Covid Vaccine shots are missing. What is Joe Biden and his cronies doing ?   People are dying of Covid everyday under this illegitimate administration	NONE
525	Anti-vax	The first phase of Intensified Pulse Polio Immunization (IPPI) Programme was today held across Kashmir during which thousands of children under the age of 5 years were administered anti-polio vaccine to protect them. #Kashmir https://t.co/JlluuampIp	NONE
526	Anti-vax	Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties.   #VaccineMaitri https://t.co/ESxgABWVHE VaccineMaitri	NONE
527	Anti-vax	The elections in the air and the media if full of super Scotty stories like  How he single handedly COVID tested all of Australia except Victoria  How he managed all the Quarantine hotels except Vic How he created the vaccine at Bunnings #auspol auspol	NONE
528	Anti-vax	SCOOP: Trump officials spent the fall actively lobbying Congress not to give states the money health officials insisted they need to vaccine some 300 million Americans. At that time the Trump admin had only provided states $200 million. (Thread) https://t.co/u3ZiUuoqfE	NONE
529	Anti-vax	The most important news about the #Covid19 vaccines.  If they don't prevent all infections but they do prevent severe illness &amp; deaths, they are doing what we need them to do. https://t.co/BvvM8Qyt8s Covid19	AGAINST
530	Anti-vax	IGMH medical officer Dr. Shiraanee will be the first to receive the vaccine in the Maldives https://t.co/06vZxcYDCn	AGAINST
531	Anti-vax	"NEW: Pharmacist who tried to sabotage #Moderna #vaccine is also a ""flat-earther"" who thinks the sky is a shield put up by the Government to keep people from seeing God, records show. Here's the email confession the feds say #StevenBrandenburg wrote. @WISN12News https://t.co/3GraxO8rTs Moderna vaccine"	NONE
532	Anti-vax	@TIME @mariaressa POLITICS IS THE SHADOW CAST BY BIG BUSINESS OVER THE BEWILDERED HERD new book banned from social media get yours today #trump #Biden #ClimateCrisis #vaccine https://t.co/SJN3d0CCWl trump Biden ClimateCrisis vaccine	NONE
533	Anti-vax	So if you are rich  or the PM's Dad, you can get both doses of the Pfizer vaccine ,with the 2nd dose 3 weeks apart as recommended by Pfizer , as done in EU. But if you are an ordinary person in UK it's 12 weeks or more. How is this right?	NONE
534	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
535	Anti-vax	Maybe amid all the complaining about vaccinations, we could have a round of applause for the health care workers giving, like, a bazillion shots?	AGAINST
536	Anti-vax	What if instead of using vaccines to teach our bodies to fight off infections we taught viruses not to infect people?	NONE
537	Anti-vax	Assuming nothing else is available to me I'd like to get the AstraZenica vaccine now. But the FDA forbids that, no matter how informed I am. It is the most profound impingement on my liberty I've faced--a potentially lifesaving drug denied me, making me and my family less safe.	AGAINST
538	Anti-vax	There are 200 million people in Nigeria. The covid vaccine is not being distributed there. Unless at least 70% of people in every country are vaccinated, covid will keep mutating, threatening people everywhere. Rich countries must supply vaccines to developing countries asap	NONE
539	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
540	Anti-vax	When they tell me I got to take the vaccine to receive the $1400 check https://t.co/wnIMw4rQAO	FAVOR
541	Anti-vax	Why rich countries should subsidize #COVID19 vaccination around the world.  Buying 2 billion doses for poor countries costs 27 billion dollars.  Not helping may cost rich countries close to 2 trillion dollars.  It's also the right thing to do.  @NewYorker https://t.co/FcoCz6g5Gr COVID19	NONE
542	Anti-vax	@ewnreporter So SA scientists can't manufacture our own vaccine that government has to fund its manufacturing?	NONE
543	Anti-vax	Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties.   #VaccineMaitri https://t.co/ESxgABWVHE VaccineMaitri	NONE
544	Anti-vax	@bonglez, May we please discuss why is it that India isn't using their own vaccine as they have secured to purchase vaccine from Cuba. Yet SA purchased their vaccine from India which India themselves are not using. #PositiveVibes only PositiveVibes	NONE
545	Anti-vax	When they tell me I got to take the vaccine to receive the $1400 check https://t.co/wnIMw4rQAO	FAVOR
546	Anti-vax	Hopefully getting my vaccine soon	AGAINST
547	Anti-vax	Im hearing around 20 million Covid Vaccine shots are missing. What is Joe Biden and his cronies doing ?   People are dying of Covid everyday under this illegitimate administration	NONE
548	Anti-vax	To be more specific, right wing anti vax protesters shut one of the largest vaccine sites in the US in a city where air pollution restrictions were lifted to allow crematoriums to more effectively burn the massive numbers of covid-dead. https://t.co/KZw5zzKZrW	NONE
549	Anti-vax	HALF of nycs vaccines went to white people??? What the hell happened to prioritizing essential workers?? This is bullshit	NONE
550	Anti-vax	In fairness, Joe Biden cant remember where he is most of the time how the hell is he going to know where 20 million vaccine doses went? https://t.co/TNs2x6HscR	NONE
551	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
552	Anti-vax	No arrests were made...... what the actual fuck? #COVID19 #LosAngelesCovid #vaccines #ArrestTheseAsshats @AriMelber @chrislhayes https://t.co/PDh5RfgyUq COVID19 LosAngelesCovid vaccines ArrestTheseAsshats	NONE
553	Anti-vax	Biden administration unaware of location of 20M COVID-19 vaccine doses: report https://t.co/MeFPAGCkI0 https://t.co/0oRnqhj2rf	NONE
554	Anti-vax	BIG FAVORAndy is a hero for helping saving Obamacare website years ago.   Andy is doing Biden vaccine rollout &amp; needs your help  he made a bet with someone in WH who said his new @aslavitt46 cannot get to 100k followers in 24 hours (by 7pmEST)  Lets show @WHCOS @JeffZients. https://t.co/yUewa36QIb	AGAINST
555	Anti-vax	The suggestion by  Minister of Health, Zweli Mkhize, that vaccine rollout be limited to citizens is unconstitutional. The Constitution guarantees the right to health to 'everyone' in . It also makes NO public health sense - the virus does not check people's papers! https://t.co/TwBTnSUNOF	NONE
556	Anti-vax	@PamKeithFL @donwinslow I live right next to the biggest retirement community in the state of Florida (The Villages) and the vaccine site was set up and torn down within a week. What is going on??	NONE
557	Anti-vax	Arent we going to welcome the vaccine at OR Tambo by singing shosholoza? https://t.co/t1snAfJKf2	AGAINST
558	Anti-vax	BIG FAVORAndy is a hero for helping saving Obamacare website years ago.   Andy is doing Biden vaccine rollout &amp; needs your help  he made a bet with someone in WH who said his new @aslavitt46 cannot get to 100k followers in 24 hours (by 7pmEST)  Lets show @WHCOS @JeffZients. https://t.co/yUewa36QIb	AGAINST
559	Anti-vax	One vaccine figure to rule them all.   70,000 patients vaccinated in #COVID19 trials...  Zero deaths.   (Figure by @ashishkjha). #CovidVaccine https://t.co/5gTBNXgWAN COVID19	AGAINST
560	Anti-vax	@sandyddouglas @CEPIvaccines @gavi We spent 7 times as much money as the EU on vaccine development and procurement and we will do the right thing by helping as many countries as possible even though the EU tried attacking us again.	NONE
561	Anti-vax	Im confused. We are 50th out of 50 states in getting vaccines in peoples arms but the Governor is hopping mad about where he gave a speech? Heres a clue @GovParsonMO ...you are the one who is embarrassing yourself. https://t.co/pFkJVP6oDS	NONE
562	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
563	Anti-vax	Biden's team is still trying to get a firm grasp on the whereabouts of more than 20 million doses of Covid-19 vaccine that the federal government bought and distributed to states but has yet to record as being administered to patients. @politico  https://t.co/m2UszzFCs2	NONE
564	Anti-vax	Im confused. We are 50th out of 50 states in getting vaccines in peoples arms but the Governor is hopping mad about where he gave a speech? Heres a clue @GovParsonMO ...you are the one who is embarrassing yourself. https://t.co/pFkJVP6oDS	NONE
565	Anti-vax	Misinformation has abounded on social media, and nurses have a huge role to play in increasing public confidence in the vaccine. Vaccine Safety and Concerns: Answers for Nurses - https://t.co/jghqWYdfdh	AGAINST
566	Anti-vax	@SethMacFarlane Yeah I truly can't believe these people. If u choose to not believe COVID 19 is real, fine but this bullshit &amp; stopping others from getting the vaccine. Yeah, these people are total morons	AGAINST
567	Anti-vax	Macon Telegraph: Dont post photos of your COVID vaccine card on social media, BBB says. Heres why. https://t.co/EA3Llna9m9  via @GoogleNews	NONE
568	Anti-vax	In order to get America vaccinated, we need more:  - Places for people to get vaccinated - Medical teams to get shots into arms - Vaccine supply and to get it out the door as soon as possible  My American Rescue Plan provides the necessary funding to get it done.	AGAINST
569	Anti-vax	Dont be a lil bitch, screenshot me, then hid behind it. @ me, I wont bite. I know how our government works, I just dont accept what you accept. Were in a pandemic, Black women are losing jobs, and dying at the highest rates, and youre caping for Biden? Embarazzingggg  https://t.co/ejAlZjWEHz	NONE
570	Anti-vax	@Reuters https://t.co/UDQLvqxr69  A case in poultry where a vaccine that reduces symptoms but doesnt prevent infection or transmission has prompted the evolution of a hyper deadly strain that kills 100% of unvaccinated chickens it infects.	FAVOR
571	Anti-vax	Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties.   #VaccineMaitri https://t.co/ESxgABWVHE VaccineMaitri	NONE
572	Anti-vax	Am often asked about different vaccines and their efficacy  Each trials tracks, reports efficacy differently  Currently, we have preliminary results for Novavax and J&amp;J   But what numbers matter? What should you look for?   Here's one set of data to track. In a simple table https://t.co/9m2OBgqcla	AGAINST
573	Anti-vax	@oedrex1 @GovLarryHogan What an incredibly ignorant statement. Most private schools aren't affiliated with religion. Education for all students benefits all of society and providing vaccines to teachers who are in school &amp; have been since September sh	NONE
574	Anti-vax	It's actually quite difficult to earn a living when you are dead... (or left with permanent heart/lung damage, etc.) Florida has 1.7 million COVID-19 cases, over 26,000 reported COVID-19 deaths, and a disaster of a vaccination program... https://t.co/IHpZEjbcTq	NONE
575	Anti-vax	Sad to say that I tested positive for Covid this week... symptoms started 2.5 weeks after my second Pfizer shot.  Feeling a bit defeated and anxious about passing it on to my partner.   Grateful for a warm !  Hoping for some super immunity after all of this.	AGAINST
576	Anti-vax	A month later DeSantis gave Publix sole rights to distribute the COVID-19 vaccine.  https://t.co/4yoZWc9Avq	AGAINST
577	Anti-vax	When they tell me I got to take the vaccine to receive the $1400 check https://t.co/wnIMw4rQAO	FAVOR
578	Anti-vax	Just posting this here now to remind you that anti-vax is a widespread issue in our country. Now back to our regularly scheduled program of bashing Orthodox for being anti-science.   https://t.co/NWbKwsqDHe	AGAINST
579	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
580	Anti-vax	@Ben_P_Wheatley @SkyNews Influenza is much less contagious than COVID-19. Thats about it. No conspiracy to control your mind with microchips inserted into your bloodstream via a vaccine etc. Simple as.	AGAINST
581	Anti-vax	Im confused. We are 50th out of 50 states in getting vaccines in peoples arms but the Governor is hopping mad about where he gave a speech? Heres a clue @GovParsonMO ...you are the one who is embarrassing yourself. https://t.co/pFkJVP6oDS	NONE
582	Anti-vax	In fairness, Joe Biden cant remember where he is most of the time how the hell is he going to know where 20 million vaccine doses went? https://t.co/TNs2x6HscR	NONE
583	Anti-vax	Just saw morning TV framing Morrisons press club speech as his opportunity to firm up Australias place in the vaccine race. Ummmm, guys, if its a race, were coming last. Were that competitor who hasnt even started running when others are close to the finish line.	NONE
584	Anti-vax	We have initiated Covid19 vaccination today. @HPA_MV @MoHmv https://t.co/GY2UY1CUD8	AGAINST
585	Anti-vax	This video was taken down from YouTube but has &gt;1 million views on Facebook. Lee Merrit was the past president of AAPS. This group of doctors has espoused heinous antivaccine, homophobic, &amp; AIDS denialism views. They are not sources of evidence based medicine, just misinformation https://t.co/zjEG7gNsrY	AGAINST
586	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
587	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
588	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
589	Anti-vax	Vaccines for the elites, carboard coffins for the rest.  In the latest scandal to rock the Lenin Moreno regime, health authorities were caught diverting COVID-19 vaccines to their families and other non-essential personnel. https://t.co/oPZ5Nu8F7n	NONE
590	Anti-vax	Am often asked about different vaccines and their efficacy  Each trials tracks, reports efficacy differently  Currently, we have preliminary results for Novavax and J&amp;J   But what numbers matter? What should you look for?   Here's one set of data to track. In a simple table https://t.co/9m2OBgqcla	AGAINST
591	Anti-vax	India Not only become the fastest nation to provide 3 million vaccines to its own citizen but also exported millions of vaccine to 23 Nations as a Goodwill gesture https://t.co/JC1NvItT1F	NONE
592	Anti-vax	Reminder that @DrChrisNorthrup is an awful person who posts anti vaccine bullshit to her &gt; 100k followers on Instagram. I reported this post and others like it for false information about health https://t.co/LhNJ1WMY7i https://t.co/nKYP1BfhBU	NONE
593	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
594	Anti-vax	Frustrated by the slow vaccine rollout?   Former DHHS Deputy Chief of Staff Paul Mango deliberately undercut the funding that states needed, with help from Alex Azar and others in the Trump administration.   https://t.co/Un2Q9aofMh https://t.co/kXYlW7YB2z	NONE
595	Anti-vax	Some anti-vax protesters shut down Covid vaccination site at #DodgerStadium for about an hour. Firefighter tells me they were blocking cars and screaming at people in line to get vaccinated, most of whom are elderly. LAPD made them get on sidewalk. No arrests. @KNX1070 https://t.co/xmyQOIx9Rs DodgerStadium	AGAINST
596	Anti-vax	Yesterday @TheEIU updated our global map of when we think each country will get to 60% vaccine coverage. A few updates from last time: eg Peru, Vietnam, Colombia have accelerated timelines; Japan, China, India have decelerated. https://t.co/a9RhBZIHiC	NONE
597	Anti-vax	@Nancy_Crouse This is a great article. The federal government started building vaccine manufacturing sites last year. https://t.co/LbRAeMO5xn	AGAINST
598	Anti-vax	It's not every president who can lose 20 million doses of vaccine in the middle of a pandemic. https://t.co/mrQkukt72m	NONE
599	Anti-vax	Rupert Murdoch didnt deserve a vaccine. OJ Simpson didnt deserve a vaccine. Lindsey Graham didnt deserve a vaccine. Marco Rubio didnt deserve a vaccine. Mike Pence didnt deserve a vaccine. Joni Ernst didnt deserve a vaccine. Stop vaccinating Covid-deniers and anti-maskers.	AGAINST
600	Anti-vax	SCOOP: Trump officials spent the fall actively lobbying Congress not to give states the money health officials insisted they need to vaccine some 300 million Americans. At that time the Trump admin had only provided states $200 million. (Thread) https://t.co/u3ZiUuoqfE	NONE
601	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
602	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
603	Anti-vax	For some context: The Trump admin was simultaneously spending billions to help drug makers develop these vaccines. They gave Moderna $1 billion alone for clinical trials. States had insisted they needed $8.4 billion for the mass vaccination effort.	NONE
604	Anti-vax	And note: these same entities pumping these genocidal vaccines have been HELL-BENT the causative antidote for #COVID19 (and beyond) remains censured/suppressed from public knowledge https://t.co/Gypd7tPrvH COVID19	NONE
605	Anti-vax	This is why the framing of information matters.  Unfortunately, we need to 'sell' and 'market' these vaccines to a populace that does not trust science or the government right now. Simple information like this, presented well, is critical. https://t.co/pEv1yGK7TA	AGAINST
606	Anti-vax	BREAKING: Bipartisanship wont increase the effectiveness of the vaccine or put money in the pockets of Americans struggling to make ends meet.	NONE
607	Anti-vax	VACCINE DATA UPDATE (Jan. 31)  1.3M doses today; 7-day avg=1.35M/day  US: 31.8M total doses admin 5.82M people completed vaccination  97.3M doses (daily rate ~4.52M)  https://t.co/5Of3UY74wf https://t.co/EsXSJEkiWH	AGAINST
608	Anti-vax	We have collected 1 lac crore+ as GST, IMF is confirming our economic recovery, and we have taken strong measures to rollout vaccines efficiently. The task in hand is2find ways2reduce NPAs, and plan allocation 4 social welfare spend, subsidies smartly.   #Budget2021 @nsitharaman Budget2021	AGAINST
609	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
610	Anti-vax	@dwbiega @bebe1969 Seniors have to weight the risk benefits.   The vaccine may NOT help everyone.   In fact, for a small percent the vaccine may be just as harmful as getting covid.	NONE
611	Anti-vax	Let this sink in  Black Americans are 1.4x more likely to get #COVID19 &amp; 2.8x more likely to die, than Whites.  But in Florida5.5% of Whites got at least 1 vaccine dose by Jan. 26, versus 2% of Blacks.  Vaccine disparities will exacerbate inequalities. https://t.co/STcOiicKpA https://t.co/7SEQfR8q5t COVID19	NONE
612	Anti-vax	#Livestream: Official ceremony held to launch Maldives Covid-19 Dhifaau vaccination campaign https://t.co/qxpH0n32mY Livestream	AGAINST
613	Anti-vax	Reminder that @DrChrisNorthrup is an awful person who posts anti vaccine bullshit to her &gt; 100k followers on Instagram. I reported this post and others like it for false information about health https://t.co/LhNJ1WMY7i https://t.co/nKYP1BfhBU	NONE
614	Anti-vax	This pandemic has brought us SO many moments that should absolutely radicalize you. Rich people have been showing out since the start. The lines between the classes have NEVER been so clear. From healthcare, stimulus checks, and vaccine distribution, to the stock market.	NONE
615	Anti-vax	@injaniya @NkomoNhlonipho Yes! The good thing however is that Moderna and Johnson and Johnson gave vaccine candidates they think will work against SA variant.	NONE
616	Anti-vax	@DrEricDing They were vaccinated, I think they should be made to volunteer as covid-19 helpers for 200-300 hours in the place they stole vaccine from as their punishment. Additional hours to be tacked on for any unsatisfactory work.	NONE
617	Anti-vax	My 75+, 65+ neighbors are positively exuberant telling me theyve received their 1st dose of #CovidVaccine vaccine. Its like they now have extra spring in their step. #GoodNews CovidVaccine	AGAINST
618	Anti-vax	Strong words from Dr @ashishkjha - I won't get myself vaccinated with ( Bharat Biotech's) Covaxin, he says. It is puzzling and wrong to have green-lighted the vaccine without Phase III data being made available. A must watch.  #Covaxin #Covid_19 #vaccine  https://t.co/DXuh4lkHPK https://t.co/exW1X3qmMo	FAVOR
619	Anti-vax	If you get between me and my shot you will desperately need a Foot Up Yo' Ass vaccine. https://t.co/dWY5wahAIf	AGAINST
620	Anti-vax	TDB: The WI pharmacist who sabotaged hundreds of doses of the Moderna coronavirus vaccine bc he thought COVID-19 was a hoax, also believes the earth is flat and the sky is a shield put up by the Government to prevent individuals from seeing God. https://t.co/kktChIqKBf	NONE
621	Anti-vax	According to a very reliable source in the health ministry, a limited stock of Pfizer vaccine has been imported to the Maldives. I asked this question at tonight's press &amp; HEOC spox Dr.Nazla said that they haven't imported anything other than Covishield. 1/2	NONE
622	Anti-vax	@k_helca @zev_dr @YouTube @Google @BreitbartNews @richardursomd @drsimonegold @JamesTodaroMD @YouTube= @google You* have blood on your claws! @jack* @Twitter you suspended Dr.Zelenko  @US_FDA you should never have granted EUA to #vaccines  Dr.Zelenko requ	NONE
623	Anti-vax	Im confused. We are 50th out of 50 states in getting vaccines in peoples arms but the Governor is hopping mad about where he gave a speech? Heres a clue @GovParsonMO ...you are the one who is embarrassing yourself. https://t.co/pFkJVP6oDS	NONE
624	Anti-vax	Texas is 49th out of 50 states in vaccine doses per capita! Poor and minority communities are being crushed by the disease. Yet we aren't hearing a peep about it from our top leaders.  Abbott and Patricks leadership around #COVID has been horrific from the start. https://t.co/ZYNGhdur6r	NONE
625	Anti-vax	President Biden arrived at the White House with a 200-page coronavirus response, but after a week his team is still trying to locate 20 million vaccine doses the Trump admin sent to states, Politico reports.	NONE
626	Anti-vax	Israel to deliver 5K Pfizer-BioNtech coronavirus vaccines to Palestinian Authority https://t.co/Oy01BXwPE8 5k vaccines?!? How ungenerous!	AGAINST
627	Anti-vax	Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties.   #VaccineMaitri https://t.co/ESxgABWVHE VaccineMaitri	NONE
628	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
629	Anti-vax	Get my first vaccination on Tuesday!   #vaccine vaccine	AGAINST
630	Anti-vax	The first phase of Intensified Pulse Polio Immunization (IPPI) Programme was today held across Kashmir during which thousands of children under the age of 5 years were administered anti-polio vaccine to protect them. #Kashmir https://t.co/JlluuampIp	NONE
631	Anti-vax	We want to see a global solution for a global problem, says @Winnie_Byanyima in this interview with @ABCaustralia, as she warns against vaccine nationalism and calls for a #PeoplesVaccine.	NONE
632	Anti-vax	#SAVaccine The aircraft carrying the first batch of COVID-19 vaccines is making its way to the country. It'll touch down in Johannesburg today.   The vaccine was developed by Swedish-British bio-pharmaceutical company AstraZeneca and produced in India, by the Serum Institute. SAVaccine	AGAINST
633	Anti-vax	When they tell me I got to take the vaccine to receive the $1400 check https://t.co/wnIMw4rQAO	FAVOR
